"ANID","Alternate ID","Chem Group","Sample Type","Investigator Name","Institution","Site Name","Site State","Site Country","Site Latitude","Site Longitude","Source Name","Source State","Source Country","Source/Excavator/Museum","Period","Artifact Date","Comments","Analytical History","Long RDF","Long Date","Short RDF","Short Date","Spare_ID","Ba","La","Lu","Nd","Sm","U","Yb","Ce","Co","Cs","Eu","Fe","Hf","Rb","Sb","Sc","Sr","Ta","Tb","Th","Zn","Zr","Br","Al","Cl","Dy","K","Mn","Na","NKT_edits"
"ASC007","ASC007","LM1-CHL","source","Seelenfreund, Andrea","Chile","Laguna del Maule","Maule Region","Chile",-36.0250,-70.4830,"Laguna del Maule-1","Maule Region","Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC007",669.90,33.1840,0.3103,23.3745,4.2773,4.9255,2.0809,62.7497,0.2168,4.4009,0.7212,7410.1,5.0631,152.39,0.2880,2.2633,95.78,0.9232,0.5309,19.1839,53.32,196.40,0.000,81550.8,580.6,2.8023,34104.0,600.51,36710.0,
"ASC008","ASC008","MM-CHL","source","Seelenfreund, Andrea","Chile","Atacama","Antofagasta Region","Chile",,,"Mina Marte",,"Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC008",818.80,32.4980,0.1195,25.0587,3.9445,4.8945,0.7431,61.2074,0.3014,5.8209,0.7484,5740.4,3.2429,171.79,0.3049,1.5215,240.04,1.1387,0.3438,16.6365,43.73,135.52,0.000,72176.9,389.8,1.5010,36834.0,372.80,29003.5,
"ASC009","ASC009","PP-CH","source","Seelenfreund, Andrea","Chile","Paso Planchon",,"Chile",,,"Paso Planchon",,"Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC009",570.00,28.5775,0.2586,20.2729,3.6266,4.0431,1.6369,54.2950,0.9203,6.6772,0.5881,8901.3,3.2406,118.24,0.8030,3.1803,195.48,0.7422,0.4164,14.5884,40.13,123.95,0.000,65039.8,579.5,1.9905,28497.6,527.93,29338.3,
"ASC010","ASC010","OUTLIER","source","Seelenfreund, Andrea","Chile","Estero La Plata",,"Chile",-40.9833,-73.6333,,,"Chile","Seelenfreund, Andrea",,,,"MURR (SRM-278: short and long)","WGD4",7-Sep-03,"HON2-S",19-Sep-03,"ASC010",641.70,21.6699,0.2343,14.0228,2.8635,4.2282,1.4330,40.8058,1.9591,7.8611,0.4833,11915.3,5.5457,134.18,0.7130,3.0185,150.14,0.6170,0.3296,16.7991,38.49,196.48,0.000,75284.9,657.0,1.5056,33583.3,409.12,34514.7,
"CHC001","CHC001","CV-CHL","source","Sanhueza, Lorena","Universidad de Chile","Chaiten Volcano","Palena","Chile",-42.8328,-72.6458,"Chaiten Volcano","Palena","Chile","Sanhueza, Lorena",,,,"MURR (SRM-278: short and long)","SMU3",5-Sep-10,"UTTB2-S",19-Aug-10,"CHC001",634.90,28.0999,0.2913,17.5883,3.2582,3.9274,1.3929,53.6044,0.7118,8.4556,0.5268,10282.5,2.8500,121.33,0.7200,1.7400,178.34,0.8717,0.3505,13.6274,43.50,106.53,0.784,75821.9,379.7,1.9464,26807.7,569.56,31069.3,
"CSPA01","CSPA01","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","MIX1",27-Sep-96,"BRZ2-S",20-Sep-96,"CSPA01",165.50,31.4752,0.6778,26.0755,6.8746,5.2809,4.0953,68.0900,0.3348,6.8503,0.1786,8283.6,6.1803,183.14,1.7082,2.4525,0.00,2.7100,1.0867,22.2783,60.05,156.70,0.000,63559.3,1145.0,7.1030,40033.8,263.38,28981.3,
"CSPA02","CSPA02","CV-CHL","source","Stern, Charles","University of Colorado","Chaiten Volcano","Palena","Chile",-42.8328,-72.6458,"Chaiten Volcano","Palena","Chile","Stern, Charles",,,"grey porphyritic","MURR (SRM-278: short and long)","MIX1",27-Sep-96,"BRZ2-S",20-Sep-96,"CSPA02",600.80,27.0993,0.2592,17.2136,3.1848,3.8690,1.4010,52.4342,0.7048,8.3729,0.5023,10352.9,2.8495,121.85,0.6950,1.7509,259.48,0.8615,0.3502,13.2999,38.01,99.72,0.000,74660.5,369.3,1.9756,24947.8,556.76,30540.1,
"CSPA21","Otway#2","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA21",161.70,31.3322,0.6519,25.1625,6.9183,5.8773,4.0788,70.2407,0.4667,6.9600,0.1876,8720.9,6.3366,188.42,1.7037,2.5246,17.84,2.7389,1.1245,22.6727,62.48,170.50,0.000,80148.9,998.7,6.8598,36983.6,272.64,29221.4,
"CSPA22","FSP","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA22",110.70,31.6835,0.6719,27.7911,7.2446,5.8347,4.3158,70.5792,0.2326,7.1516,0.1430,8264.9,6.2087,202.34,1.5786,2.4966,0.00,2.8093,1.1744,22.6101,68.32,155.30,0.000,80693.8,1030.5,7.0555,32336.6,269.09,33199.2,
"CSPA23","MC-1","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA23",126.00,30.9285,0.6746,25.3986,6.9989,5.7462,4.1292,68.4397,0.2378,6.8742,0.1384,8106.3,6.1405,188.77,1.5234,2.4513,0.00,2.7880,1.1574,22.2138,61.30,158.06,0.000,82314.2,1034.6,6.9609,37120.4,263.48,28525.2,
"CSPA24","BB","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA24",115.70,31.8611,0.6803,27.0326,7.2206,5.7637,4.1931,70.7059,0.2155,7.0066,0.1350,8237.5,6.2297,193.01,1.5875,2.4977,0.00,2.8510,1.1781,22.7144,65.70,164.88,0.000,77208.0,992.9,7.3565,37890.1,262.08,29070.6,
"CSPA25","PD","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA25",144.20,31.0028,0.6546,25.0598,6.8199,5.9064,3.9869,66.8527,0.2963,6.6932,0.1745,8148.4,6.0164,180.15,1.6418,2.4046,31.10,2.6865,1.0641,21.7440,57.95,152.03,0.000,77417.7,970.7,6.5195,39650.5,264.60,28507.7,
"CSPA26","Castro","CV-CHL","source","Stern, Charles","University of Colorado","Chaiten Volcano","Palena","Chile",-42.8328,-72.6458,"Chaiten Volcano","Palena","Chile","Stern, Charles",,,"feldspar bearing","MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA26",601.80,26.7446,0.2454,15.4016,3.0912,3.6430,1.3706,51.1990,0.9035,8.1339,0.5297,10868.1,2.9323,117.47,0.6939,1.9266,159.94,0.8469,0.3559,12.7870,43.01,115.27,0.000,86097.7,451.0,1.7320,24334.0,546.51,30884.7,
"CSPA27","Chaiten#2","CV-CHL","source","Stern, Charles","University of Colorado","Chaiten Volcano","Palena","Chile",-42.8328,-72.6458,"Chaiten Volcano","Palena","Chile","Stern, Charles",,,"feldspar bearing","MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE1-S",10-Apr-97,"CSPA27",615.50,26.9132,0.2510,15.9415,3.0993,3.7801,1.3903,51.6618,0.6584,8.3268,0.5035,10173.2,2.8153,120.72,0.6859,1.7195,152.87,0.8532,0.3405,13.2369,40.43,116.93,0.000,91804.2,312.5,1.7353,24262.5,554.26,30708.7,
"CSPA51",,"LM2-CHL","source","Stern, Charles","University of Colorado","Laguna del Maule","Maule Region","Chile",-36.0250,-70.4830,"Laguna del Maule-2 (Las Nieblas)","Maule Region","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN1",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA51",649.80,31.4211,0.3392,18.1819,3.9174,6.6530,1.8442,57.8012,0.2275,5.4989,0.5115,6204.1,4.1597,168.77,0.3239,2.2905,55.74,0.9775,0.3941,21.9446,33.19,153.23,0.000,67930.6,1054.5,2.4292,37291.0,489.77,31950.9,
"CSPA52","CSPA52","LM1-CHL","source","Stern, Charles","University of Colorado","Laguna del Maule","Maule Region","Chile",-36.0250,-70.4830,"Laguna del Maule-1","Maule Region","Chile","Stern, Charles",,,,"MURR (SRM-278: short and long)","STN2",11-Apr-97,"BVE2-S",10-Apr-97,"CSPA52",705.90,32.4137,0.3518,23.9586,4.3074,7.3326,2.0520,62.8041,0.3225,4.3533,0.7248,8233.2,5.4314,151.33,0.3192,2.3129,132.47,0.9342,0.4522,19.1177,52.29,212.39,0.000,75802.1,981.2,3.0833,32744.6,592.65,35837.3,
"CSPA53","G1","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,"green powder with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA53",135.60,30.9347,0.5849,27.4072,6.9976,5.5797,4.0757,67.6959,5.2441,6.7463,0.1710,8194.6,6.0595,184.05,1.8002,2.3821,30.37,2.9115,1.0838,21.9183,70.93,168.86,0.000,63539.2,672.9,8.3312,37471.4,273.47,29377.3,
"CSPA54","G2","SO-CH","source","Stern, Charles","University of Colorado","Seno Otway","Magellanes Province","Chile",-52.8833,-71.1167,"Seno Otway","Magellanes Province","Chile","Stern, Charles",,,"green powder with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA54",158.20,30.4628,0.5813,26.7579,6.9711,6.0839,3.9780,66.5113,5.2053,6.6659,0.1707,8019.9,6.0007,181.60,1.7502,2.3596,29.05,2.8636,1.0744,22.4731,71.45,161.97,0.000,67095.1,734.9,8.3821,40265.8,278.99,29993.6,
"CSPA55","Ch1","CV-CHL","source","Stern, Charles","University of Colorado","Chaiten Volcano","Palena","Chile",-42.8328,-72.6458,"Chaiten Volcano","Palena","Chile","Stern, Charles",,,"powdered with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA55",607.30,26.3378,0.2164,16.0519,3.0806,3.4560,1.3627,50.2373,48.3252,8.0505,0.4875,9898.1,2.7650,117.81,0.7980,1.6611,194.00,2.5045,0.2871,12.8501,44.41,95.25,0.000,69656.5,294.3,1.8290,25475.8,571.05,31271.2,
"CSPA56","ChCh115","CV-CHL","source","Stern, Charles","University of Colorado","Chaiten Volcano","Palena","Chile",-42.8328,-72.6458,"Chaiten Volcano","Palena","Chile","Stern, Charles",,,"powdered with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA56",593.80,26.6214,0.2017,17.2991,3.1571,3.7460,1.3623,50.5738,36.6591,8.1608,0.5043,9997.3,2.8356,117.10,0.7208,1.6731,187.00,4.1979,0.3234,13.0490,92.10,99.02,0.000,70689.5,227.2,1.9961,24939.4,563.04,30845.5,
"CSPA58","ChCh108","CV-CHL","source","Stern, Charles","University of Colorado","Chaiten Volcano","Palena","Chile",-42.8328,-72.6458,"Chaiten Volcano","Palena","Chile","Stern, Charles",,,"powdered with Co and Ta contamination","MURR (SRM-278: short and long)","STR4",17-Aug-03,"STN1-S",29-Aug-03,"CSPA58",595.70,26.4449,0.2181,16.2514,3.0709,3.3890,1.4014,50.8862,38.1317,8.0675,0.4968,10056.7,2.7618,116.24,0.7161,1.6742,191.40,4.2395,0.3250,12.8908,41.93,108.99,0.000,70490.9,219.2,2.3874,26145.6,554.61,30439.2,
"EIS001","Set #3","OUTLIER","source","Stevenson, Chris","Virginia Commonwealth University","Easter Island","Easter Island","Chile",,,"OUTLIER from Easter Island","Easter Island","Chile","Stevenson, Chris",,,"OUTLIER","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS001",467.90,86.3795,1.7870,84.4475,20.2815,2.6169,13.4546,188.1991,0.0720,0.8153,3.3914,21138.6,23.2464,76.97,0.2093,0.4389,0.00,6.8961,3.9393,10.7706,213.62,750.36,0.000,63230.4,969.4,23.9612,30658.3,544.66,39905.0,
"EIS002","Set #3","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, above road to Orongo","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS002",449.30,85.7903,1.8188,84.0662,20.3388,2.4670,13.4996,186.0259,0.0567,0.7411,3.3543,20996.9,25.8918,75.24,0.2248,0.4419,0.00,6.7739,3.8944,10.6407,211.62,917.60,0.000,70025.2,983.0,25.7754,28415.5,568.92,40592.9,
"EIS003","Set #3","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, above road to Orongo","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS003",454.40,84.8071,1.8134,82.6312,20.1484,2.3110,13.4486,183.8012,0.0459,0.7561,3.3816,20984.7,26.3958,74.15,0.2424,0.4425,26.27,6.7158,3.8252,10.5490,213.06,909.29,0.000,66081.4,1061.2,24.2941,29914.2,547.71,40359.9,
"EIS004","Set #3","OUTLIER","source","Stevenson, Chris","Virginia Commonwealth University","Easter Island","Easter Island","Chile",,,"OUTLIER from Easter Island","Easter Island","Chile","Stevenson, Chris",,,"OUTLIER","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS004",445.90,86.1143,1.8358,85.4100,20.3785,2.4637,13.6138,185.5345,0.0751,0.7740,3.3720,21123.3,25.8465,75.72,0.2337,0.4424,0.00,6.8039,3.9158,10.6864,210.93,897.93,0.000,65171.8,1093.1,24.8186,30603.6,570.91,40937.1,
"EIS005","Set #3","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, above road to Orongo","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS005",452.70,84.2960,1.7864,83.8844,20.0639,2.1780,13.2454,183.0062,0.0351,0.7495,3.3795,20979.1,23.5649,75.56,0.2365,0.4359,0.00,6.7832,3.8701,10.5195,210.92,801.97,0.000,72576.4,1070.5,23.5752,33354.7,555.17,40256.3,
"EIS006","Set #3","OUTLIER","source","Stevenson, Chris","Virginia Commonwealth University","Easter Island","Easter Island","Chile",,,"OUTLIER from Easter Island","Easter Island","Chile","Stevenson, Chris",,,"OUTLIER","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS006",448.50,84.6232,1.7587,84.1295,19.9922,2.4966,12.9337,185.4103,0.0943,0.7615,3.4330,21607.4,22.7660,74.90,0.2244,0.4624,23.99,6.8217,3.9079,10.6090,213.45,740.88,0.000,60178.6,898.5,22.2338,30491.3,562.17,39164.4,
"EIS007","Set #3","EIS-4","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, above road to Orongo","Easter Island","Chile",,,"Easter Island-type 4","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS007",451.50,83.0209,1.7494,81.1325,19.5865,2.7168,12.9824,179.7828,0.1375,0.7477,3.3096,20805.8,24.1048,73.43,0.2375,0.4845,37.18,6.5718,3.7708,10.2632,209.71,802.63,0.000,71175.2,1086.6,25.3691,30806.1,574.00,40903.2,
"EIS008","Set #3","EIS-4","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, above road to Orongo","Easter Island","Chile",,,"Easter Island-type 4","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS008",430.60,88.0232,1.8478,86.3019,20.8899,2.4704,13.9909,189.8805,0.1213,0.7958,3.4534,21584.8,26.2922,77.80,0.2391,0.4624,12.09,6.9639,3.9762,10.8602,218.89,910.54,0.000,66498.0,1067.0,24.4508,33371.7,506.88,41237.4,
"EIS009","Set #3","EIS-4","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, above road to Orongo","Easter Island","Chile",,,"Easter Island-type 4","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS009",508.00,92.5116,1.9994,91.5073,21.9603,2.6591,14.9089,201.3139,0.3151,0.8362,3.6638,23881.5,31.5634,82.00,0.2309,0.6347,0.00,7.3820,4.2005,11.6022,229.16,1121.12,0.000,69508.2,1044.1,25.2313,35088.0,566.86,40837.7,
"EIS010","Set #3","EIS-4","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, above road to Orongo","Easter Island","Chile",,,"Easter Island-type 4","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS010",481.20,86.5614,1.8259,84.6655,20.7856,2.3552,13.7652,185.1408,0.2415,0.7699,3.3675,21323.1,23.1027,75.75,0.2239,0.5164,26.65,6.7003,3.8749,10.5544,213.93,740.79,0.000,65649.6,1064.1,26.0503,31783.2,576.00,40945.3,
"EIS011","Set #2","EIS-1","source","Stevenson, Chris","Virginia Commonwealth University","North side of Rano Kau crater","Easter Island","Chile",,,"Easter Island-type 1","Easter Island","Chile","Stevenson, Chris",,,"poor quality","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS011",372.40,88.4409,1.7977,81.7738,20.5643,2.8487,13.4365,188.1794,0.0436,0.8428,2.7337,17515.2,23.2866,78.41,0.2427,0.2434,0.00,6.8508,3.9013,11.0494,211.28,738.47,0.000,66831.6,1215.7,26.6517,32815.6,441.10,38868.6,
"EIS012","Set #2","EIS-1","source","Stevenson, Chris","Virginia Commonwealth University","North side of Rano Kau crater","Easter Island","Chile",,,"Easter Island-type 1","Easter Island","Chile","Stevenson, Chris",,,"poor quality","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS012",377.60,91.9193,1.8726,90.1495,21.3948,3.1203,13.8995,197.5981,0.0422,0.8598,2.8109,18758.0,24.0132,81.95,0.2564,0.2315,0.00,7.2383,4.1144,11.6227,223.91,742.32,0.000,63608.1,1224.4,27.1218,34905.7,416.19,38381.3,
"EIS013","Set #2","EIS-1","source","Stevenson, Chris","Virginia Commonwealth University","North side of Rano Kau crater","Easter Island","Chile",,,"Easter Island-type 1","Easter Island","Chile","Stevenson, Chris",,,"poor quality","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS013",394.00,90.9598,1.8420,91.5642,21.1505,2.4557,13.7333,198.0397,0.0344,0.8352,2.8983,19470.8,23.9892,82.03,0.2501,0.2625,0.00,7.2026,4.1217,11.5246,222.08,781.19,0.000,64636.5,1098.0,26.0709,33168.8,432.85,39433.8,
"EIS014","Set #2","EIS-1","source","Stevenson, Chris","Virginia Commonwealth University","North side of Rano Kau crater","Easter Island","Chile",,,"Easter Island-type 1","Easter Island","Chile","Stevenson, Chris",,,"poor quality","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS014",359.30,89.6870,1.8783,88.1866,21.1946,2.7009,13.9984,193.9028,0.0538,0.8879,2.7651,19725.4,23.9878,86.19,0.2697,0.2624,0.00,7.3160,4.1262,11.7079,224.39,733.68,0.000,56300.6,1228.4,27.4003,36138.2,422.76,39857.8,
"EIS015","Set #2","EIS-1","source","Stevenson, Chris","Virginia Commonwealth University","North side of Rano Kau crater","Easter Island","Chile",,,"Easter Island-type 1","Easter Island","Chile","Stevenson, Chris",,,"poor quality","MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS015",399.80,92.6765,1.8584,90.0227,21.3757,2.7726,14.0484,200.4124,0.0522,0.8487,2.8877,18803.5,23.9422,83.53,0.2371,0.2843,0.00,7.1362,4.1241,11.5477,223.75,744.81,0.000,62613.9,1174.8,27.2579,29964.2,439.29,38798.9,
"EIS016","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS016",456.10,85.7041,1.8864,85.0496,20.4249,2.4774,13.8180,185.3171,0.0325,0.7873,3.3228,20738.0,30.5324,77.79,0.2216,0.4306,0.00,6.7891,3.9107,10.7321,214.97,1106.15,0.000,64629.3,1052.1,26.0220,32729.6,566.88,41502.7,
"EIS017","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS017",462.20,87.4498,1.8060,86.0462,20.6042,2.5475,13.3016,187.7139,0.0526,0.7717,3.3516,21052.5,22.3913,77.05,0.2319,0.4330,0.00,6.8466,3.9252,10.7311,214.97,735.44,0.000,66358.4,1051.4,25.4344,33435.9,557.12,40886.5,
"EIS018","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS018",454.80,87.5266,1.8208,87.0225,20.6535,2.1646,13.5141,187.7978,0.0358,0.8118,3.3510,21115.2,24.7010,77.13,0.2365,0.4411,0.00,6.8445,3.9151,10.7598,215.72,823.81,0.000,62072.4,1025.6,26.1287,31567.2,565.69,41601.6,
"EIS019","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS019",473.30,88.6442,1.8282,88.0428,20.9430,2.3222,13.8925,191.0297,0.0382,0.7675,3.4404,21486.7,23.7589,78.56,0.2525,0.4441,0.00,6.9324,4.0247,10.9149,218.83,779.61,0.000,67109.3,816.0,25.7026,30939.0,553.76,40702.5,
"EIS020","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS020",467.80,85.4835,1.7980,84.6665,20.3803,2.8751,13.4724,185.7975,0.0573,0.8345,3.3113,20877.1,24.2637,76.68,0.2444,0.4474,0.00,6.7454,3.9230,10.6505,209.05,814.30,0.000,68269.5,970.7,24.9869,33164.4,563.27,41479.0,
"EIS021","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS021",460.80,87.2172,1.8098,83.6901,20.7455,2.4553,13.4087,188.3681,0.0358,0.7756,3.3995,21344.6,22.7546,78.70,0.2166,0.4373,0.00,6.9291,3.9601,10.8407,218.37,748.87,0.000,64052.6,1036.0,25.6810,29943.7,555.06,40900.2,
"EIS022","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS022",442.30,86.7976,1.8105,85.2518,20.4694,2.5143,13.3608,185.1619,0.0367,0.7732,3.3186,20777.3,23.2554,77.27,0.2548,0.4302,0.00,6.7320,3.8707,10.5805,215.91,760.65,0.000,63924.4,1041.3,24.9017,32092.6,557.92,41032.6,
"EIS023","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS023",464.50,85.9063,1.8075,86.2048,20.4946,2.4429,13.3528,186.7735,0.0405,0.7763,3.3178,20962.8,23.7967,77.55,0.2312,0.4348,0.00,6.8274,3.9270,10.6957,216.23,813.49,0.000,72224.8,1066.0,25.6767,32884.4,567.23,41685.0,
"EIS024","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS024",472.50,86.7932,1.8738,85.4813,20.7190,2.6757,13.8708,185.5679,0.0559,0.7857,3.3241,20906.3,26.4769,76.48,0.2324,0.4429,0.00,6.8419,3.9216,10.7165,215.12,914.55,0.000,65864.6,1055.7,24.9327,34238.5,561.97,40570.6,
"EIS025","Set #1","EIS-2","source","Stevenson, Chris","Virginia Commonwealth University","Rano Kau, northwest of Temanavai","Easter Island","Chile",,,"Easter Island-type 2","Easter Island","Chile","Stevenson, Chris",,,,"MURR (SRM-278: short and long)","EAS1",9-Nov-03,"KSP2-S",10-Oct-03,"EIS025",447.20,86.6916,1.8431,87.2425,20.7796,2.4863,13.4719,188.4557,0.0313,0.8027,3.3537,21111.1,25.2243,77.66,0.2376,0.4449,0.00,6.8907,3.9594,10.7796,212.41,850.56,0.000,66854.6,1049.6,26.1496,31641.1,554.93,40757.1,
